year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
2007,hansade01,Devern Hansack,29,BOS,AL,0,1,.000,4.70,3,1,0,0,0,0,7.2,9,5,4,2,5,0,5,0,0,0,38,105,7.28,1.826,10.6,2.3,5.9,5.9,1.00
2007,happja01,J.A. Happ,24,PHI,NL,0,1,.000,11.25,1,1,0,0,0,0,4.0,7,5,5,3,2,0,5,0,0,0,21,44,11.99,2.250,15.8,6.8,4.5,11.3,2.50
2007,haranaa01,Aaron Harang,29,CIN,NL,16,6,.727,3.73,34,34,0,2,1,0,231.2,213,100,96,28,52,3,218,8,1,12,948,124,3.71,1.144,8.3,1.1,2.0,8.5,4.19
2007,harderi01,Rich Harden,25,OAK,AL,1,2,.333,2.45,7,4,2,0,0,0,25.2,18,7,7,3,11,1,27,0,0,0,100,175,3.94,1.130,6.3,1.1,3.9,9.5,2.45
2007,harenda01,Dan Haren,26,OAK,AL,15,9,.625,3.07,34,34,0,0,0,0,222.2,214,91,76,24,55,1,192,3,0,10,935,138,3.70,1.208,8.6,1.0,2.2,7.8,3.49
2007,harikti01,Tim Harikkala,35,COL,NL,0,0,,8.10,1,1,0,0,0,0,3.1,9,3,3,0,1,0,2,0,0,0,19,65,2.94,3.000,24.3,0.0,2.7,5.4,2.00
2007,hartke01,Kevin Hart,24,CHC,NL,0,0,,0.82,8,0,2,0,0,0,11.0,7,1,1,0,4,0,13,0,0,0,42,581,1.97,1.000,5.7,0.0,3.3,10.6,3.25
2007,hawkila01,LaTroy Hawkins,34,COL,NL,2,5,.286,3.42,62,0,10,0,0,0,55.1,52,21,21,6,16,1,29,0,0,2,225,141,4.47,1.229,8.5,1.0,2.6,4.7,1.81
2007,heilmaa01,Aaron Heilman,28,NYM,NL,7,7,.500,3.03,81,0,28,0,0,1,86.0,72,36,29,8,20,1,63,5,0,2,352,142,3.86,1.070,7.5,0.8,2.1,6.6,3.15
2007,hendrma01,Mark Hendrickson,33,LAD,NL,4,8,.333,5.21,39,15,4,0,0,0,122.2,142,75,71,15,29,4,92,1,0,4,532,85,4.06,1.394,10.4,1.1,2.1,6.8,3.17
2007,hennse01,Sean Henn,26,NYY,AL,2,2,.500,7.12,29,1,8,0,0,0,36.2,44,32,29,6,27,1,28,3,0,1,181,64,6.29,1.936,10.8,1.5,6.6,6.9,1.04
2007,hennebr01,Brad Hennessey,27,SFG,NL,4,5,.444,3.42,69,0,34,0,0,19,68.1,66,26,26,7,23,1,40,3,0,2,287,132,4.54,1.302,8.7,0.9,3.0,5.3,1.74
2007,henslcl01,Clay Hensley,27,SDP,NL,2,3,.400,6.84,13,9,1,0,0,0,50.0,62,40,38,5,32,2,30,1,1,4,238,59,5.32,1.880,11.2,0.9,5.8,5.4,0.94
2007,hergema01,Matt Herges,37,COL,NL,5,1,.833,2.96,35,0,9,0,0,0,48.2,34,17,16,4,15,2,30,0,0,0,191,163,4.00,1.007,6.3,0.7,2.8,5.5,2.00
2007,hernafe02,Felix Hernandez,21,SEA,AL,14,7,.667,3.92,30,30,0,1,1,0,190.1,209,88,83,20,53,4,165,3,1,7,808,112,3.75,1.377,9.9,0.9,2.5,7.8,3.11
2007,hernali01,Livan Hernandez,32,ARI,NL,11,11,.500,4.93,33,33,0,1,0,0,204.1,247,116,112,34,79,1,90,6,2,3,913,96,5.77,1.595,10.9,1.5,3.5,4.0,1.14
2007,hernaor01,Orlando Hernandez,41,NYM,NL,9,5,.643,3.72,27,24,0,0,0,0,147.2,109,64,61,23,64,4,128,5,0,2,608,116,4.93,1.172,6.6,1.4,3.9,7.8,2.00
2007,carmofa01,Roberto Hernandez,26,CLE,AL,19,8,.704,3.06,32,32,0,2,1,0,215.0,199,78,73,16,61,2,137,11,1,5,879,148,3.94,1.209,8.3,0.7,2.6,5.7,2.25
2007,hernaro01,Roberto Hernandez,42,TOT,MLB,3,3,.500,6.41,50,0,20,0,0,0,46.1,59,37,33,5,25,3,31,3,0,7,221,71,5.12,1.813,11.5,1.0,4.9,6.0,1.24
2007,hernaro01,Roberto Hernandez,42,CLE,AL,3,1,.750,6.23,28,0,8,0,0,0,26.0,33,21,18,2,16,3,18,1,0,4,125,73,4.82,1.885,11.4,0.7,5.5,6.2,1.13
2007,hernaro01,Roberto Hernandez,42,LAD,NL,0,2,.000,6.64,22,0,12,0,0,0,20.1,26,16,15,3,9,0,13,2,0,3,96,68,5.50,1.721,11.5,1.3,4.0,5.8,1.44
2007,hernayo01,Yoel Hernandez,27,PHI,NL,0,0,,5.28,14,0,7,0,0,0,15.1,20,9,9,2,1,1,13,0,0,0,67,88,3.44,1.370,11.7,1.2,0.6,7.6,13.00
2007,hillri01,Rich Hill,27,CHC,NL,11,8,.579,3.92,32,32,0,0,0,0,195.0,170,89,85,27,63,3,183,12,1,1,812,118,4.32,1.195,7.8,1.2,2.9,8.4,2.90
2007,hillsh01,Shawn Hill,26,WSN,NL,4,5,.444,3.42,16,16,0,0,0,0,97.1,86,42,37,9,25,2,65,5,0,2,399,124,4.03,1.140,8.0,0.8,2.3,6.0,2.60
2007,hirshja01,Jason Hirsh,25,COL,NL,5,7,.417,4.81,19,19,0,1,0,0,112.1,103,63,60,18,48,5,75,2,1,5,483,100,5.32,1.344,8.3,1.4,3.8,6.0,1.56
2007,hochelu01,Luke Hochevar,23,KCR,AL,0,1,.000,2.13,4,1,1,0,0,0,12.2,11,4,3,1,4,0,5,3,0,1,54,220,5.13,1.184,7.8,0.7,2.8,3.6,1.25
2007,hoeyja02,Jim Hoey,24,BAL,AL,3,4,.429,7.30,23,0,1,0,0,0,24.2,25,21,20,2,18,1,18,1,0,1,115,64,5.15,1.743,9.1,0.7,6.6,6.6,1.00
2007,hoffmtr01,Trevor Hoffman,39,SDP,NL,4,5,.444,2.98,61,0,50,0,0,42,57.1,49,21,19,2,15,5,44,0,0,0,235,135,2.94,1.116,7.7,0.3,2.4,6.9,2.93
2007,houltdj01,D.J. Houlton,27,LAD,NL,0,2,.000,4.18,18,0,8,0,0,0,28.0,28,14,13,5,7,0,21,0,0,0,113,107,4.81,1.250,9.0,1.6,2.3,6.8,3.00
2007,howeljp01,J.P. Howell,24,TBD,AL,1,6,.143,7.59,10,10,0,0,0,0,51.0,69,45,43,8,21,0,49,3,0,3,244,60,4.77,1.765,12.2,1.4,3.7,8.6,2.33
2007,howrybo01,Bob Howry,33,CHC,NL,6,7,.462,3.32,78,0,32,0,0,8,81.1,76,31,30,8,19,3,72,2,0,1,336,140,3.52,1.168,8.4,0.9,2.1,8.0,3.79
2007,huberjo01,Jon Huber,25,SEA,AL,0,0,,4.76,9,0,3,0,0,0,11.1,13,6,6,1,4,0,8,0,0,0,47,95,4.03,1.500,10.3,0.8,3.2,6.4,2.00
2007,hudsolu01,Luke Hudson,30,KCR,AL,0,1,.000,18.00,1,1,0,0,0,0,2.0,2,5,4,1,4,0,0,0,0,0,13,30,15.74,3.000,9.0,4.5,18.0,0.0,0.00
2007,hudsoti01,Tim Hudson,31,ATL,NL,16,10,.615,3.33,34,34,0,1,1,0,224.1,221,87,83,10,53,8,132,8,2,5,925,131,3.46,1.221,8.9,0.4,2.1,5.3,2.49
2007,hugheph01,Phil Hughes,21,NYY,AL,5,3,.625,4.46,13,13,0,0,0,0,72.2,64,39,36,8,29,0,58,2,0,4,306,102,4.35,1.280,7.9,1.0,3.6,7.2,2.00
2007,huller01,Eric Hull,27,LAD,NL,0,0,,4.05,5,0,3,0,0,0,6.2,4,3,3,0,3,0,5,0,0,0,27,115,3.09,1.050,5.4,0.0,4.1,6.8,1.67
2007,humbeph01,Philip Humber,24,NYM,NL,0,0,,7.71,3,1,2,0,0,0,7.0,9,6,6,1,2,0,2,0,0,0,32,59,5.38,1.571,11.6,1.3,2.6,2.6,1.00
2007,igawake01,Kei Igawa,27,NYY,AL,2,3,.400,6.25,14,12,0,0,0,0,67.2,76,48,47,15,37,1,53,4,1,5,313,73,6.37,1.670,10.1,2.0,4.9,7.0,1.43
2007,isrinja01,Jason Isringhausen,34,STL,NL,4,0,1.000,2.48,63,0,54,0,0,32,65.1,42,21,18,4,28,3,54,2,0,3,267,178,3.76,1.071,5.8,0.6,3.9,7.4,1.93
2007,jacksed01,Edwin Jackson,23,TBD,AL,5,15,.250,5.76,32,31,0,1,1,0,161.0,195,116,103,19,88,3,128,4,1,7,755,79,4.90,1.758,10.9,1.1,4.9,7.2,1.45
2007,jamesch03,Chuck James,25,ATL,NL,11,10,.524,4.24,30,30,0,0,0,0,161.1,164,77,76,32,58,5,116,1,1,1,691,103,5.48,1.376,9.1,1.8,3.2,6.5,2.00
2007,janssca01,Casey Janssen,25,TOR,AL,2,3,.400,2.35,70,0,21,0,0,6,72.2,67,22,19,4,20,2,39,3,0,4,297,191,3.83,1.197,8.3,0.5,2.5,4.8,1.95
2007,jenksbo01,Bobby Jenks,26,CHW,AL,3,5,.375,2.77,66,0,62,0,0,40,65.0,45,20,20,2,13,4,56,1,0,4,249,170,2.56,0.892,6.2,0.3,1.8,7.8,4.31
2007,jennija01,Jason Jennings,28,HOU,NL,2,9,.182,6.45,19,18,0,0,0,0,99.0,119,73,71,19,34,2,71,2,0,5,445,69,5.39,1.545,10.8,1.7,3.1,6.5,2.09
2007,jimenke01,Kelvin Jimenez,26,STL,NL,3,0,1.000,7.50,34,0,15,0,0,0,42.0,56,36,35,2,17,1,24,4,0,0,198,59,4.22,1.738,12.0,0.4,3.6,5.1,1.41
2007,jimenub01,Ubaldo Jimenez,23,COL,NL,4,4,.500,4.28,15,15,0,0,0,0,82.0,70,46,39,10,37,4,68,6,0,3,354,112,4.74,1.305,7.7,1.1,4.1,7.5,1.84
2007,johnsji04,Jim Johnson,24,BAL,AL,0,0,,9.00,1,0,1,0,0,0,2.0,3,2,2,0,2,0,1,0,0,0,11,60,5.24,2.500,13.5,0.0,9.0,4.5,0.50
2007,johnsjo09,Josh Johnson,23,FLA,NL,0,3,.000,7.47,4,4,0,0,0,0,15.2,26,17,13,1,12,3,14,0,0,1,82,60,4.58,2.426,14.9,0.6,6.9,8.0,1.17
2007,johnsra05,Randy Johnson,43,ARI,NL,4,3,.571,3.81,10,10,0,0,0,0,56.2,52,26,24,7,13,3,72,4,0,1,233,125,3.20,1.147,8.3,1.1,2.1,11.4,5.54
2007,johnsty01,Tyler Johnson,26,STL,NL,1,1,.500,4.03,55,0,6,0,0,0,38.0,31,18,17,4,16,2,24,3,0,2,164,110,4.85,1.237,7.3,0.9,3.8,5.7,1.50
2007,jonesgr01,Greg Jones,30,LAA,AL,0,0,,6.23,9,0,8,0,0,0,8.2,10,6,6,2,5,0,5,1,0,1,42,75,7.16,1.731,10.4,2.1,5.2,5.2,1.00
2007,jonesto02,Todd Jones,39,DET,AL,1,4,.200,4.26,63,0,54,0,0,38,61.1,64,29,29,3,23,6,33,0,0,3,265,108,3.92,1.418,9.4,0.4,3.4,4.8,1.43
2007,juliojo01,Jorge Julio,28,TOT,NL,0,5,.000,5.23,68,0,14,0,0,0,62.0,68,39,36,8,31,2,56,3,1,6,280,91,4.76,1.597,9.9,1.2,4.5,8.1,1.81
2007,juliojo01,Jorge Julio,28,FLA,NL,0,2,.000,12.54,10,0,5,0,0,0,9.1,18,14,13,2,11,1,6,2,1,1,59,36,8.92,3.107,17.4,1.9,10.6,5.8,0.55
2007,juliojo01,Jorge Julio,28,COL,NL,0,3,.000,3.93,58,0,9,0,0,0,52.2,50,25,23,6,20,1,50,1,0,5,221,123,4.02,1.329,8.5,1.0,3.4,8.5,2.50
2007,jurrjja01,Jair Jurrjens,21,DET,AL,3,1,.750,4.70,7,7,0,0,0,0,30.2,24,16,16,4,11,0,13,1,0,2,122,98,5.26,1.141,7.0,1.2,3.2,3.8,1.18
2007,karstje01,Jeff Karstens,24,NYY,AL,1,4,.200,11.05,7,3,2,0,0,0,14.2,27,21,18,4,9,0,5,0,0,2,80,42,7.94,2.455,16.6,2.5,5.5,3.1,0.56
2007,kazmisc01,Scott Kazmir,23,TBD,AL,13,9,.591,3.48,34,34,0,0,0,0,206.2,196,91,80,18,89,1,239,7,0,10,887,130,3.45,1.379,8.5,0.8,3.9,10.4,2.69
2007,keislra01,Randy Keisler,31,STL,NL,0,0,,5.19,4,3,1,0,0,0,17.1,21,12,10,3,5,0,5,0,0,0,77,86,5.78,1.500,10.9,1.6,2.6,2.6,1.00
2007,kendrky01,Kyle Kendrick,22,PHI,NL,10,4,.714,3.87,20,20,0,0,0,0,121.0,129,53,52,16,25,3,49,7,0,0,499,118,4.94,1.273,9.6,1.2,1.9,3.6,1.96
2007,kenneia01,Ian Kennedy,22,NYY,AL,1,0,1.000,1.89,3,3,0,0,0,0,19.0,13,6,4,1,9,0,15,0,0,0,77,243,3.77,1.158,6.2,0.5,4.3,7.1,1.67
2007,kennejo04,Joe Kennedy,28,TOT,MLB,4,9,.308,4.80,39,16,6,0,0,0,110.2,119,66,59,9,55,1,51,9,0,9,501,90,5.11,1.572,9.7,0.7,4.5,4.1,0.93
2007,kennejo04,Joe Kennedy,28,TOT,AL,4,9,.308,4.42,36,16,6,0,0,0,108.0,115,59,53,9,53,1,50,5,0,7,482,97,5.01,1.556,9.6,0.8,4.4,4.2,0.94
2007,kennejo04,Joe Kennedy,28,OAK,AL,3,9,.250,4.37,27,16,4,0,0,0,101.0,109,53,49,9,48,1,42,5,0,7,450,98,5.14,1.554,9.7,0.8,4.3,3.7,0.88
2007,kennejo04,Joe Kennedy,28,ARI,NL,0,0,,20.25,3,0,0,0,0,0,2.2,4,7,6,0,2,0,1,4,0,2,19,26,9.24,2.250,13.5,0.0,6.8,3.4,0.50
2007,kennejo04,Joe Kennedy,28,TOR,AL,1,0,1.000,5.14,9,0,2,0,0,0,7.0,6,6,4,0,5,0,8,0,0,0,32,91,3.10,1.571,7.7,0.0,6.4,10.3,1.60
2007,kensilo01,Logan Kensing,24,FLA,NL,3,0,1.000,1.35,9,0,0,0,0,0,13.1,11,2,2,0,7,2,13,2,0,0,59,331,3.32,1.350,7.4,0.0,4.7,8.8,1.86
2007,keppebo01,Bobby Keppel,25,COL,NL,0,0,,11.25,4,0,1,0,0,0,4.0,6,5,5,1,3,0,1,0,0,0,20,46,8.24,2.250,13.5,2.3,6.8,2.3,0.33
2007,kimby01,Byung-Hyun Kim,28,TOT,NL,10,8,.556,6.08,28,22,4,0,0,0,118.1,131,90,80,20,68,3,107,16,1,4,562,73,5.76,1.682,10.0,1.5,5.2,8.1,1.57
2007,kimby01,Byung-Hyun Kim,28,COL,NL,1,2,.333,10.50,3,1,2,0,0,0,6.0,6,7,7,2,4,0,2,1,0,0,29,48,9.41,1.667,9.0,3.0,6.0,3.0,0.50
2007,kimby01,Byung-Hyun Kim,28,FLA,NL,5,3,.625,4.16,14,13,0,0,0,0,75.2,65,41,35,9,53,3,68,8,1,1,349,105,5.41,1.559,7.7,1.1,6.3,8.1,1.28
2007,kimby01,Byung-Hyun Kim,28,ARI,NL,0,1,.000,23.63,2,2,0,0,0,0,2.2,11,9,7,1,2,0,3,1,0,0,22,23,9.24,4.875,37.1,3.4,6.8,10.1,1.50
2007,kimby01,Byung-Hyun Kim,28,FLA,NL,4,2,.667,8.21,9,6,2,0,0,0,34.0,49,33,31,8,9,0,34,6,0,3,162,54,5.62,1.706,13.0,2.1,2.4,9.0,3.78
2007,kingra01,Ray King,33,TOT,NL,1,1,.500,4.76,67,0,10,0,0,0,39.2,37,21,21,6,21,1,25,2,0,2,175,91,5.69,1.462,8.4,1.4,4.8,5.7,1.19
2007,kingra01,Ray King,33,WSN,NL,1,1,.500,4.54,55,0,7,0,0,0,33.2,31,17,17,5,18,1,18,2,0,2,149,94,5.88,1.455,8.3,1.3,4.8,4.8,1.00
2007,kingra01,Ray King,33,MIL,NL,0,0,,6.00,12,0,3,0,0,0,6.0,6,4,4,1,3,0,7,0,0,0,26,78,4.57,1.500,9.0,1.5,4.5,10.5,2.33
2007,klinest02,Steve Kline,34,SFG,NL,1,2,.333,4.70,68,0,19,0,0,2,46.0,58,25,24,2,18,3,17,2,0,1,216,96,4.37,1.652,11.3,0.4,3.5,3.3,0.94
2007,kolbda01,Danny Kolb,32,PIT,NL,0,0,,9.00,3,0,1,0,0,0,3.0,6,3,3,1,2,1,2,0,0,0,16,54,8.24,2.667,18.0,3.0,6.0,6.0,1.00
2007,kominsh01,Shane Komine,26,OAK,AL,0,0,,4.70,2,0,1,0,0,0,7.2,6,4,4,2,1,0,1,1,0,0,31,95,7.15,0.913,7.0,2.3,1.2,1.2,1.00
2007,koplomi01,Mike Koplove,30,CLE,AL,0,0,,6.00,5,0,4,0,0,0,6.0,6,4,4,0,2,0,4,1,0,0,26,80,3.41,1.333,9.0,0.0,3.0,6.0,2.00
2007,koronjo01,John Koronka,26,TEX,AL,0,2,.000,7.84,2,2,0,0,0,0,10.1,16,9,9,0,5,0,2,1,0,0,52,60,4.59,2.032,13.9,0.0,4.4,1.7,0.40
2007,kuoho01,Hung-Chih Kuo,25,LAD,NL,1,4,.200,7.42,8,6,1,0,0,0,30.1,35,26,25,3,14,0,27,1,0,1,140,60,4.23,1.615,10.4,0.9,4.2,8.0,1.93
2007,kuwatma01,Masumi Kuwata,39,PIT,NL,0,1,.000,9.43,19,0,3,0,0,0,21.0,25,23,22,6,15,4,12,1,0,0,103,47,8.10,1.905,10.7,2.6,6.4,5.1,0.80
2007,lackejo01,John Lackey,28,LAA,AL,19,9,.679,3.01,33,33,0,2,2,0,224.0,219,87,75,18,52,2,179,12,1,9,929,150,3.54,1.210,8.8,0.7,2.1,7.2,3.44
2007,laffeaa01,Aaron Laffey,22,CLE,AL,4,2,.667,4.56,9,9,0,0,0,0,49.1,54,26,25,2,12,0,25,4,1,2,207,100,3.73,1.338,9.9,0.4,2.2,4.6,2.08
2007,lannajo01,John Lannan,22,WSN,NL,2,2,.500,4.15,6,6,0,0,0,0,34.2,36,17,16,3,17,1,10,2,0,1,153,103,5.43,1.529,9.3,0.8,4.4,2.6,0.59
2007,laraju01,Juan Lara,26,CLE,AL,0,0,,13.50,1,0,1,0,0,0,1.1,2,2,2,1,1,0,2,0,0,0,7,42,12.24,2.250,13.5,6.8,6.8,13.5,2.00
2007,lawrebr02,Brian Lawrence,31,NYM,NL,1,2,.333,6.83,6,6,0,0,0,0,29.0,43,22,22,4,13,1,18,1,0,1,139,64,5.24,1.931,13.3,1.2,4.0,5.6,1.38
2007,leagubr01,Brandon League,24,TOR,AL,0,0,,6.17,14,0,2,0,0,0,11.2,19,8,8,1,7,0,7,0,0,3,58,75,4.95,2.229,14.7,0.8,5.4,5.4,1.00
2007,ledezwi01,Wil Ledezma,26,TOT,MLB,3,3,.500,5.61,44,1,13,0,0,0,59.1,70,42,37,7,38,4,47,0,2,3,280,80,5.11,1.820,10.6,1.1,5.8,7.1,1.24
2007,ledezwi01,Wil Ledezma,26,TOT,NL,0,2,.000,6.85,21,1,8,0,0,0,23.2,32,21,18,3,12,2,23,0,0,0,114,62,4.47,1.859,12.2,1.1,4.6,8.7,1.92
2007,ledezwi01,Wil Ledezma,26,DET,AL,3,1,.750,4.79,23,0,5,0,0,0,35.2,38,21,19,4,26,2,24,0,2,3,166,96,5.54,1.794,9.6,1.0,6.6,6.1,0.92
2007,ledezwi01,Wil Ledezma,26,ATL,NL,0,2,.000,7.71,12,0,4,0,0,0,9.1,12,10,8,1,4,0,7,0,0,0,45,58,4.42,1.714,11.6,1.0,3.9,6.8,1.75
2007,ledezwi01,Wil Ledezma,26,SDP,NL,0,0,,6.28,9,1,4,0,0,0,14.1,20,11,10,2,8,2,16,0,0,0,69,65,4.50,1.953,12.6,1.3,5.0,10.0,2.00
2007,leecl02,Cliff Lee,28,CLE,AL,5,8,.385,6.29,20,16,1,1,0,0,97.1,112,73,68,17,36,1,66,7,0,5,443,72,5.48,1.521,10.4,1.6,3.3,6.1,1.83
2007,leicejo01,Jon Leicester,28,BAL,AL,2,3,.400,7.59,10,5,1,1,0,0,32.0,36,27,27,3,13,0,16,3,0,1,145,61,4.96,1.531,10.1,0.8,3.7,4.5,1.23
2007,lerewan01,Anthony Lerew,24,ATL,NL,0,2,.000,7.71,3,3,0,0,0,0,11.2,14,10,10,4,7,1,9,0,0,1,57,58,7.95,1.800,10.8,3.1,5.4,6.9,1.29
2007,lestejo01,Jon Lester,23,BOS,AL,4,0,1.000,4.57,12,11,0,0,0,0,63.0,61,33,32,10,31,0,50,1,0,1,275,104,5.24,1.460,8.7,1.4,4.4,7.1,1.61
2007,lewisco01,Colby Lewis,27,OAK,AL,0,2,.000,6.45,26,1,8,0,0,0,37.2,44,28,27,7,14,3,23,3,1,1,170,66,5.79,1.540,10.5,1.7,3.3,5.5,1.64
2007,lewisje01,Jensen Lewis,23,CLE,AL,1,1,.500,2.15,26,0,5,0,0,0,29.1,26,8,7,1,10,1,34,1,0,1,125,213,2.49,1.227,8.0,0.3,3.1,10.4,3.40
2007,lidgebr01,Brad Lidge,30,HOU,NL,5,3,.625,3.36,66,0,34,0,0,19,67.0,54,29,25,9,30,4,88,4,0,6,287,133,3.88,1.254,7.3,1.2,4.0,11.8,2.93
2007,liebejo01,Jon Lieber,37,PHI,NL,3,6,.333,4.73,14,12,1,1,1,0,78.0,91,44,41,7,22,5,54,3,1,1,342,97,3.98,1.449,10.5,0.8,2.5,6.2,2.45
2007,lillyte01,Ted Lilly,31,CHC,NL,15,8,.652,3.83,34,34,0,0,0,0,207.0,181,91,88,28,55,2,174,3,0,7,847,121,4.16,1.140,7.9,1.2,2.4,7.6,3.16
2007,linceti01,Tim Lincecum,23,SFG,NL,7,5,.583,4.00,24,24,0,0,0,0,146.1,122,70,65,12,65,5,150,2,0,10,618,112,3.63,1.278,7.5,0.7,4.0,9.2,2.31
2007,lindsma01,Matt Lindstrom,27,FLA,NL,3,4,.429,3.09,71,0,11,0,0,0,67.0,66,27,23,2,21,4,62,3,0,5,284,141,2.85,1.299,8.9,0.3,2.8,8.3,2.95
2007,linebsc01,Scott Linebrink,30,TOT,NL,5,6,.455,3.71,71,0,11,0,0,1,70.1,68,33,29,12,25,3,50,1,0,6,295,113,5.15,1.322,8.7,1.5,3.2,6.4,2.00
2007,linebsc01,Scott Linebrink,30,SDP,NL,3,3,.500,3.80,44,0,7,0,0,1,45.0,41,19,19,9,14,1,25,1,0,4,186,106,5.73,1.222,8.2,1.8,2.8,5.0,1.79
2007,linebsc01,Scott Linebrink,30,MIL,NL,2,3,.400,3.55,27,0,4,0,0,0,25.1,27,14,10,3,11,2,25,0,0,2,109,127,4.11,1.500,9.6,1.1,3.9,8.9,2.27
2007,litscje01,Jesse Litsch,22,TOR,AL,7,9,.438,3.81,20,20,0,0,0,0,111.0,116,56,47,14,36,2,50,7,0,2,478,118,5.14,1.369,9.4,1.1,2.9,4.1,1.39
2007,littlwe01,Wes Littleton,24,TEX,AL,3,2,.600,4.31,35,0,11,0,0,2,48.0,48,23,23,6,16,1,24,3,0,1,205,106,5.05,1.333,9.0,1.1,3.0,4.5,1.50
2007,livinbo01,Bobby Livingston,24,CIN,NL,3,3,.500,5.27,10,10,0,0,0,0,56.1,77,35,33,8,8,0,27,1,1,2,250,88,4.61,1.509,12.3,1.3,1.3,4.3,3.38
2007,lizra01,Radhames Liz,23,BAL,AL,0,2,.000,6.93,9,4,5,0,0,0,24.2,25,21,19,3,23,1,24,1,0,3,122,67,5.79,1.946,9.1,1.1,8.4,8.8,1.04
2007,loaizes01,Esteban Loaiza,35,TOT,MLB,2,4,.333,5.79,7,7,0,0,0,0,37.1,36,24,24,10,20,1,20,1,1,0,164,77,7.34,1.500,8.7,2.4,4.8,4.8,1.00
2007,loaizes01,Esteban Loaiza,35,OAK,AL,1,0,1.000,1.84,2,2,0,0,0,0,14.2,10,3,3,1,4,0,5,0,0,0,56,236,4.26,0.955,6.1,0.6,2.5,3.1,1.25
2007,loaizes01,Esteban Loaiza,35,LAD,NL,1,4,.200,8.34,5,5,0,0,0,0,22.2,26,21,21,9,16,1,15,1,1,0,108,54,9.33,1.853,10.3,3.6,6.4,6.0,0.94
2007,loeka01,Kameron Loe,25,TEX,AL,6,11,.353,5.36,28,23,0,0,0,0,136.0,162,96,81,13,56,6,78,4,0,6,615,85,4.66,1.603,10.7,0.9,3.7,5.2,1.39
2007,loewead01,Adam Loewen,23,BAL,AL,2,0,1.000,3.56,6,6,0,0,0,0,30.1,27,14,12,1,26,0,22,3,1,1,143,131,5.09,1.747,8.0,0.3,7.7,6.5,0.85
2007,loganbo02,Boone Logan,22,CHW,AL,2,1,.667,4.97,68,0,13,0,0,0,50.2,59,30,28,7,20,3,35,0,0,2,226,95,4.84,1.559,10.5,1.2,3.6,6.2,1.75
2007,lohseky01,Kyle Lohse,28,TOT,NL,9,12,.429,4.62,34,32,0,2,1,0,192.2,207,109,99,22,57,3,122,12,0,3,829,100,4.53,1.370,9.7,1.0,2.7,5.7,2.14
2007,lohseky01,Kyle Lohse,28,CIN,NL,6,12,.333,4.58,21,21,0,2,1,0,131.2,143,76,67,16,33,1,80,6,0,3,561,101,4.49,1.337,9.8,1.1,2.3,5.5,2.42
2007,lohseky01,Kyle Lohse,28,PHI,NL,3,0,1.000,4.72,13,11,0,0,0,0,61.0,64,33,32,6,24,2,42,6,0,0,268,97,4.62,1.443,9.4,0.9,3.5,6.2,1.75
2007,loopebr01,Braden Looper,32,STL,NL,12,12,.500,4.94,31,30,0,0,0,0,175.0,183,100,96,22,51,2,87,4,3,0,746,89,4.82,1.337,9.4,1.1,2.6,4.5,1.71
2007,lopezaq01,Aquilino Lopez,32,DET,AL,0,0,,5.19,10,0,6,0,0,1,17.1,18,10,10,2,6,0,7,2,0,0,76,90,5.32,1.385,9.3,1.0,3.1,3.6,1.17
2007,lopezja02,Javier Lopez,29,BOS,AL,2,1,.667,3.10,61,0,11,0,0,0,40.2,36,16,14,2,18,2,26,4,0,1,174,154,4.22,1.328,8.0,0.4,4.0,5.8,1.44
2007,lopezro02,Rodrigo Lopez,31,COL,NL,5,4,.556,4.42,14,14,0,0,0,0,79.1,83,43,39,11,21,6,43,0,0,0,333,109,4.75,1.311,9.4,1.2,2.4,4.9,2.05
2007,lowede01,Derek Lowe,34,LAD,NL,12,14,.462,3.88,33,32,0,3,0,0,199.1,194,100,86,20,59,2,147,1,1,3,831,114,3.97,1.269,8.8,0.9,2.7,6.6,2.49
2007,lowema01,Mark Lowe,24,SEA,AL,0,0,,6.75,4,0,1,0,0,0,2.2,2,2,2,1,3,0,3,0,0,0,13,73,9.24,1.875,6.8,3.4,10.1,10.1,1.00
2007,lowryno01,Noah Lowry,26,SFG,NL,14,8,.636,3.92,26,26,0,1,0,0,156.0,155,76,68,12,87,2,87,5,0,5,694,114,4.89,1.551,8.9,0.7,5.0,5.0,1.00
2007,lugoru01,Ruddy Lugo,27,TOT,AL,6,0,1.000,5.40,38,0,14,0,0,0,48.1,48,29,29,3,37,6,34,2,0,2,228,81,5.06,1.759,8.9,0.6,6.9,6.3,0.92
2007,lugoru01,Ruddy Lugo,27,TBD,AL,2,0,1.000,9.28,11,0,4,0,0,0,10.2,17,11,11,2,13,2,8,0,0,1,61,50,7.83,2.813,14.3,1.7,11.0,6.8,0.62
2007,lugoru01,Ruddy Lugo,27,OAK,AL,4,0,1.000,4.30,27,0,10,0,0,0,37.2,31,18,18,1,24,4,26,2,0,1,167,100,4.28,1.460,7.4,0.2,5.7,6.2,1.08
